Student_ID,Study_Hours_Per_Day,Sleep_Hours_Per_Day,Screen_Time_Per_Day,Physical_Activity_Hours,Attendance_Percentage,Healthy_Eating_Score,Academic_Performance
S08388,3.6,6.8,6.9,0.9,73.1,3,49.8
S08389,2.1,6.0,3.4,0.6,94.7,4,34.7
S08390,1.1,7.2,6.6,1.8,94.0,8,27.9
S08391,3.6,7.2,3.5,0.2,79.9,2,36.3
S08392,2.8,8.4,5.7,0.3,72.4,2,50.8
S08393,5.4,5.1,2.9,1.2,88.9,1,58.9
S08394,2.5,6.9,6.6,0.7,90.9,2,33.3
S08395,1.7,6.1,2.5,0.7,81.3,9,24.1
S08396,4.3,8.0,5.5,0.5,74.0,5,59.8
S08397,4.4,7.9,4.6,1.2,85.2,4,62.2
S08398,3.3,7.6,5.2,1.1,89.6,2,42.3
S08399,4.0,6.2,4.2,1.1,80.1,2,39.6
S08400,2.9,8.1,4.2,0.7,87.6,6,67.8
S08401,3.4,5.2,5.3,0.6,88.6,7,40.3
S08402,4.7,4.9,3.0,0.9,96.5,4,43.6
S08403,3.9,5.5,3.0,1.5,80.8,7,55.8
S08404,2.7,7.0,4.3,1.8,73.6,1,34.0
S08405,5.0,7.8,4.2,1.6,84.3,8,64.0
S08406,0.0,4.0,3.0,1.3,100.0,3,26.6
S08407,6.1,8.6,6.8,1.5,67.4,7,68.9
S08408,0.4,7.2,4.3,0.4,61.9,7,31.8
S08409,2.1,5.1,4.5,0.6,83.9,3,29.8
S08410,2.9,7.1,2.3,1.3,81.2,5,47.1
S08411,2.8,8.3,9.1,0.9,82.9,2,54.6
S08412,4.5,7.7,9.9,1.2,82.5,9,42.9
S08413,1.4,8.3,3.4,1.5,95.1,5,43.8
S08414,3.4,5.4,7.5,1.4,84.6,4,20.5
S08415,2.1,6.5,4.8,0.5,93.2,10,57.3
S08416,3.4,5.9,8.2,1.0,60.2,3,35.6
S08417,2.9,9.1,5.7,0.5,79.7,1,53.8
S08418,3.1,7.8,5.2,0.6,76.8,7,64.6
S08419,2.2,10.0,1.0,0.1,62.2,3,52.1
S08420,2.2,6.4,3.2,1.1,86.0,10,34.2
S08421,3.4,6.1,5.0,0.1,84.0,1,47.2
S08422,4.4,6.8,5.4,1.2,80.3,10,56.4
S08423,2.1,8.7,2.6,1.7,83.7,10,71.7
S08424,1.7,6.6,3.5,1.3,86.0,8,43.8
S08425,3.9,7.1,6.1,1.0,95.1,8,57.5
S08426,3.0,7.1,2.2,1.8,91.4,3,54.8
S08427,4.2,7.0,5.3,1.2,88.3,10,46.2
S08428,1.6,6.2,7.5,0.6,100.0,3,16.7
S08429,0.3,6.8,5.8,1.1,77.9,2,35.3
S08430,2.2,6.8,5.7,2.0,71.4,8,32.6
S08431,1.9,7.0,1.0,0.5,96.7,9,53.3
S08432,2.9,8.1,3.4,0.3,100.0,4,52.5
S08433,2.0,9.1,9.1,1.3,78.6,4,40.2
S08434,4.1,6.0,3.8,0.9,98.8,5,48.3
S08435,2.6,6.5,7.5,0.7,79.7,3,29.5
S08436,3.2,6.0,3.8,0.4,90.8,5,48.8
S08437,3.2,7.2,4.4,0.0,91.4,4,44.1
S08438,3.3,6.4,6.0,0.3,78.7,8,42.8
S08439,3.0,7.3,5.2,1.8,100.0,5,62.6
S08440,3.8,8.3,5.8,1.0,100.0,7,60.3
S08441,1.8,4.0,3.4,0.0,74.8,4,26.6
S08442,5.1,7.6,2.7,1.6,87.0,2,62.1
S08443,2.6,6.4,3.2,1.6,94.1,8,41.4
S08444,1.0,7.6,3.9,1.6,66.2,4,31.7
S08445,3.3,5.9,4.5,0.8,85.3,9,49.1
S08446,1.7,8.4,7.1,0.9,68.5,6,24.5
S08447,4.0,8.1,5.2,1.1,91.7,8,60.7
S08448,6.3,7.7,6.0,1.7,85.9,9,84.8
S08449,1.8,8.0,5.3,0.7,81.3,9,52.7
S08450,3.5,6.1,2.8,0.6,69.3,9,39.0
S08451,0.4,6.3,5.0,1.3,79.0,7,49.1
S08452,3.7,7.9,5.3,1.6,90.2,3,61.3
S08453,1.7,6.1,6.5,1.0,84.6,8,22.9
S08454,2.1,8.7,2.9,1.3,96.9,7,39.2
S08455,1.3,6.6,1.0,1.1,96.3,9,38.1
S08456,4.1,7.6,5.4,0.9,95.9,5,54.8
S08457,4.5,9.5,5.7,0.6,79.6,4,66.5
S08458,3.0,6.2,4.6,0.4,87.9,2,37.7
S08459,1.7,7.1,5.1,0.7,75.3,7,34.6
S08460,5.4,8.3,6.8,0.5,72.4,6,63.4
S08461,1.9,8.1,4.1,1.1,96.8,6,40.3
S08462,0.0,6.6,4.4,1.6,73.1,10,31.9
S08463,3.7,6.4,5.2,1.1,72.1,8,55.3
S08464,1.3,6.7,2.6,0.5,86.1,1,37.9
S08465,4.5,8.7,4.7,1.4,82.3,1,74.7
S08466,2.4,6.7,4.9,1.1,83.2,4,41.0
S08467,3.9,7.1,8.3,1.2,100.0,8,37.9
S08468,5.1,6.5,4.4,0.7,75.1,5,74.7
S08469,1.2,7.8,5.4,1.6,90.0,9,47.3
S08470,2.2,7.2,6.8,1.6,85.9,3,40.8
S08471,2.9,5.8,3.3,0.9,95.1,6,45.3
S08472,5.3,5.8,7.8,1.4,77.1,6,42.6
S08473,2.0,4.6,8.5,1.6,82.8,4,26.6
S08474,2.1,6.0,4.9,0.8,86.1,2,30.8
S08475,3.7,8.0,3.9,1.0,70.7,6,67.4
S08476,2.1,8.6,8.3,1.0,66.9,10,45.3
S08477,3.2,7.8,6.6,0.5,84.8,3,48.0
S08478,0.7,7.7,5.2,1.2,98.4,8,32.5
S08479,6.3,6.8,7.9,1.5,81.5,2,60.1
S08480,1.0,7.9,7.6,0.9,82.8,3,20.2
S08481,2.5,7.3,4.3,1.2,96.5,9,53.2
S08482,3.0,9.2,5.5,1.7,83.5,2,49.7
S08483,5.9,6.9,6.2,0.8,92.8,10,54.7
S08484,1.0,8.6,5.1,1.2,100.0,1,58.4
S08485,6.0,8.0,2.2,0.7,79.2,3,77.4
S08486,4.1,7.9,3.1,0.7,83.2,10,48.8
S08487,3.6,4.6,2.3,1.2,89.0,6,56.4
S08488,1.5,8.1,6.0,1.1,99.9,8,24.8
S08489,3.9,6.8,2.6,1.3,83.8,10,48.5
S08490,1.9,6.5,5.4,1.0,92.3,5,41.5
S08491,4.9,5.2,8.7,1.2,88.5,2,43.1
S08492,1.5,7.0,7.9,1.8,84.3,8,28.3
S08493,2.8,7.0,1.3,1.5,80.8,2,54.8
S08494,2.2,5.4,2.4,1.2,78.9,4,35.6
S08495,1.5,5.2,3.4,1.3,100.0,9,37.7
S08496,4.1,7.6,2.7,0.9,69.6,7,63.2
S08497,3.8,8.0,1.7,0.9,70.5,3,73.0
S08498,4.8,7.2,5.0,1.2,87.4,1,62.1
S08499,0.3,8.4,6.4,1.0,87.0,6,32.4
S08500,4.6,6.9,6.9,1.4,89.3,9,57.0
S08501,6.8,6.9,4.1,1.6,76.3,4,53.2
S08502,2.3,5.9,4.5,0.9,74.7,7,53.4
S08503,5.8,5.1,5.7,0.0,82.1,3,54.1
S08504,2.6,9.2,4.8,2.0,94.1,1,84.2
S08505,0.9,8.4,6.6,0.7,74.8,5,38.5
S08506,2.5,5.3,5.9,1.1,86.5,1,37.9
S08507,4.6,7.2,4.2,1.4,79.9,2,43.2
S08508,1.7,6.9,1.3,1.7,69.8,7,39.7
S08509,2.1,6.7,8.0,1.9,72.2,1,34.9
S08510,3.9,6.5,3.6,0.8,94.1,6,48.6
S08511,3.0,7.5,5.7,1.6,79.0,7,65.0
S08512,3.9,8.0,1.2,1.1,97.4,4,65.1
S08513,3.4,7.5,5.0,2.4,84.6,4,51.2
S08514,3.7,6.9,5.2,1.6,71.3,2,55.3
S08515,2.4,6.8,5.3,0.9,89.8,5,38.4
S08516,3.3,8.1,11.0,0.6,77.0,7,45.4
S08517,1.6,7.6,3.7,0.0,81.2,4,29.1
S08518,4.9,7.1,6.6,1.3,96.3,8,70.0
S08519,2.0,7.0,6.0,1.5,72.1,8,43.5
S08520,4.7,7.4,3.6,1.4,80.5,7,65.4
S08521,2.6,6.4,6.6,0.0,74.2,3,31.3
S08522,3.3,8.0,4.7,0.4,73.1,10,60.7
S08523,2.3,5.7,6.8,1.2,80.3,9,22.7
S08524,1.5,6.5,8.9,1.9,76.4,8,25.9
S08525,0.4,7.7,5.3,1.0,82.3,10,38.3
S08526,1.4,5.6,4.4,1.5,91.4,1,32.9
S08527,2.5,5.1,7.1,0.5,77.5,9,22.4
S08528,3.3,7.1,7.8,1.1,70.3,7,41.1
S08529,4.5,5.0,3.2,0.9,91.4,10,47.0
S08530,2.3,5.4,4.1,1.6,77.4,10,33.5
S08531,1.7,7.9,6.4,0.7,100.0,4,53.8
S08532,0.8,6.8,4.7,1.8,80.9,5,28.5
S08533,3.7,8.5,3.1,0.8,83.6,7,49.2
S08534,5.1,5.6,6.1,0.5,62.0,8,39.6
S08535,4.9,6.9,6.3,0.5,73.4,4,48.2
S08536,4.1,7.5,4.3,0.7,62.2,7,55.9
S08537,4.0,5.6,5.1,1.2,87.9,6,50.9
S08538,5.5,8.2,3.8,0.7,84.2,9,84.1
S08539,3.5,7.6,2.8,0.6,91.3,4,36.0
S08540,4.0,5.1,4.0,1.4,93.1,4,35.9
S08541,2.5,7.0,5.1,0.0,94.6,3,34.7
S08542,1.0,7.5,2.0,0.8,82.7,8,35.4
S08543,2.0,6.3,4.2,0.3,85.9,8,25.4
S08544,3.0,5.2,5.2,0.6,90.8,4,38.4
S08545,3.1,7.3,7.4,1.1,77.1,3,61.1
S08546,5.9,9.7,4.4,0.9,75.6,6,81.8
S08547,3.1,6.5,2.5,0.9,100.0,9,41.7
S08548,4.8,8.9,4.6,1.6,66.9,8,64.4
S08549,2.3,6.1,3.9,1.0,90.0,7,40.3
S08550,2.5,7.3,6.1,1.9,88.4,7,49.0
S08551,1.0,7.9,4.3,1.4,73.8,5,39.4
S08552,1.9,7.0,1.0,0.5,78.3,2,41.4
S08553,3.8,6.6,12.0,2.0,81.4,9,55.9
S08554,3.0,7.9,5.3,1.1,87.2,3,46.1
S08555,4.4,9.3,5.2,1.9,88.5,9,60.2
S08556,3.3,7.4,1.9,0.9,84.7,10,71.1
S08557,2.5,6.4,2.1,1.1,86.9,2,48.2
S08558,6.2,6.8,4.8,1.2,91.6,1,66.6
S08559,2.9,10.0,5.7,0.9,91.1,10,71.6
S08560,4.7,7.2,6.4,1.6,100.0,7,58.0
S08561,2.4,6.3,5.5,2.0,95.4,1,34.6
S08562,4.1,5.6,2.6,0.0,85.2,8,55.2
S08563,4.4,4.8,1.0,1.4,91.4,3,34.4
S08564,3.3,7.4,4.8,0.6,89.2,3,70.8
S08565,0.0,7.8,3.9,0.0,86.6,9,21.3
S08566,3.0,6.5,2.5,1.3,76.3,1,48.4
S08567,4.8,7.0,6.7,1.3,86.6,7,57.9
S08568,3.8,5.6,1.8,1.3,64.3,2,28.4
S08569,3.7,7.2,6.2,1.2,95.7,3,42.2
S08570,0.4,7.6,2.2,1.4,88.5,10,57.6
S08571,1.9,6.4,5.3,0.7,83.4,8,48.8
S08572,3.6,9.0,6.9,1.1,80.8,3,67.8
S08573,3.6,6.0,4.3,1.3,91.5,2,44.2
S08574,4.8,7.3,8.4,1.7,100.0,7,65.4
S08575,2.8,8.0,8.8,1.0,88.8,3,47.0
S08576,3.6,6.9,5.5,0.9,100.0,8,48.2
S08577,3.0,6.8,6.1,1.0,92.8,4,49.6
S08578,1.5,5.3,7.1,0.4,76.9,6,28.4
S08579,0.0,8.6,6.1,1.4,89.9,8,39.9
S08580,3.6,6.8,5.9,0.3,88.9,4,34.4
S08581,3.3,7.6,4.0,1.2,76.9,5,60.4
S08582,2.1,7.8,1.6,1.0,80.9,3,29.7
S08583,0.6,6.2,2.2,0.2,80.7,4,26.8
S08584,3.9,6.8,9.8,0.3,86.0,10,26.3
S08585,2.6,8.6,5.6,0.6,82.2,8,68.5
S08586,3.8,5.7,4.5,0.8,87.7,7,83.3
S08587,5.8,9.6,7.5,1.7,89.3,6,87.4
S08588,0.0,6.1,3.5,0.9,97.7,5,40.6
S08589,2.0,5.6,6.2,1.3,90.5,9,25.7
S08590,2.7,7.2,5.2,1.6,78.0,4,35.5
S08591,5.2,9.7,5.9,1.5,100.0,3,70.1
S08592,0.5,4.7,4.3,1.0,78.0,6,22.7
S08593,5.9,6.8,3.1,0.6,81.1,2,55.3
S08594,3.2,7.6,3.4,1.2,91.0,9,53.7
S08595,2.9,7.0,3.4,0.7,100.0,6,30.4
S08596,2.7,7.5,5.0,1.9,89.0,3,41.5
S08597,2.3,6.1,1.9,1.4,78.6,2,35.8
S08598,4.6,6.3,2.5,1.1,68.6,9,63.1
S08599,1.4,6.8,5.3,1.3,67.9,10,25.3
S08600,3.5,5.6,4.7,1.1,85.1,3,40.2
S08601,2.4,6.9,5.4,0.8,90.4,6,37.7
S08602,1.9,6.5,4.9,1.2,70.8,9,41.8
S08603,6.9,6.4,10.0,0.9,87.2,3,58.6
S08604,3.6,7.4,5.3,2.0,71.9,9,47.2
S08605,3.9,4.8,4.2,0.7,75.8,2,48.3
S08606,4.7,6.7,5.2,1.3,91.3,4,44.1
S08607,0.9,9.8,7.0,0.6,77.5,10,34.2
S08608,5.6,5.7,4.9,0.6,98.1,3,53.1
S08609,0.0,8.5,6.4,0.1,79.2,7,44.8
S08610,1.8,7.1,5.8,1.2,96.1,4,50.9
S08611,2.3,6.3,4.4,0.7,100.0,4,21.0
S08612,3.9,5.4,5.2,1.5,77.5,1,50.1
S08613,3.3,7.2,8.2,1.2,100.0,10,47.0
S08614,2.7,8.7,5.5,1.1,85.1,3,55.4
S08615,3.0,6.5,3.0,0.3,78.7,5,37.5
S08616,1.5,6.9,4.4,1.3,82.0,5,65.1
S08617,0.8,8.2,1.0,0.7,81.0,4,39.2
S08618,4.1,7.4,5.3,0.3,99.0,7,53.8
S08619,4.0,5.1,7.6,1.2,98.2,10,62.6
S08620,5.4,7.1,2.3,0.4,98.1,10,64.3
S08621,1.8,8.8,5.3,0.0,72.0,4,37.9
S08622,4.0,7.0,7.0,1.6,86.9,7,58.6
S08623,2.6,4.0,7.2,0.7,69.5,6,24.8
S08624,4.8,7.5,7.6,0.1,95.1,6,53.4
S08625,4.5,6.8,1.3,0.5,80.2,5,47.2
S08626,3.3,4.8,6.0,0.6,90.0,8,28.5
S08627,2.5,5.0,2.0,1.6,80.0,9,45.6
S08628,4.4,8.2,3.0,0.2,67.4,9,56.2
S08629,4.0,6.1,6.6,0.3,93.9,6,33.0
S08630,2.0,5.9,5.3,1.5,94.6,5,31.8
S08631,1.0,7.0,6.5,0.8,86.4,1,26.4
S08632,2.6,6.2,3.1,1.1,63.9,3,43.8
S08633,5.3,7.1,7.9,0.8,92.5,8,55.3
S08634,4.7,6.8,6.4,2.0,77.6,1,58.6
S08635,1.3,5.6,6.8,0.4,90.2,1,15.6
S08636,1.2,6.4,2.8,1.1,80.1,8,30.1
S08637,4.9,7.5,7.3,1.8,81.1,7,46.4
S08638,1.3,7.1,4.4,0.8,90.0,2,31.1
S08639,3.8,6.9,3.8,0.6,76.8,6,45.7
S08640,2.1,9.3,6.3,1.4,83.3,9,36.0
S08641,5.4,7.9,6.2,1.5,90.1,8,79.3
S08642,1.8,8.0,3.3,0.6,100.0,6,48.0
S08643,4.7,6.8,9.1,1.7,84.3,2,41.0
S08644,3.3,7.3,8.6,1.0,93.4,3,38.4
S08645,3.4,6.5,6.2,1.3,73.3,3,43.7
S08646,0.0,7.9,5.9,1.7,100.0,9,32.1
S08647,0.0,6.9,5.7,1.4,76.9,9,22.9
S08648,2.7,7.3,1.9,1.0,83.7,5,61.7
S08649,3.4,7.2,5.2,0.7,90.1,5,49.1
S08650,1.3,7.0,5.2,2.4,77.2,8,38.9
S08651,1.4,10.0,3.8,0.6,95.8,3,64.6
S08652,3.8,6.2,4.4,1.2,78.4,9,71.4
S08653,3.8,6.2,1.0,1.3,93.3,5,56.9
S08654,2.8,7.8,2.8,1.3,95.7,9,57.2
S08655,4.2,6.3,6.8,2.1,90.8,10,35.1
S08656,1.2,6.7,8.5,1.0,92.1,9,30.3
S08657,2.5,5.7,3.1,1.0,100.0,4,52.7
S08658,5.5,7.6,5.4,1.8,89.2,2,43.8
S08659,3.1,7.6,7.2,0.9,86.1,7,30.6
S08660,3.2,6.6,4.0,1.4,88.4,1,69.0
S08661,6.5,7.9,6.4,1.1,97.7,7,59.7
S08662,0.9,4.8,4.9,1.5,100.0,1,31.6
S08663,4.2,6.2,7.4,1.4,83.3,5,50.0
S08664,5.5,6.8,2.4,0.8,75.9,1,68.8
S08665,2.5,5.6,2.8,0.1,96.6,8,48.3
S08666,4.3,4.9,5.6,0.2,71.4,1,49.7
S08667,1.5,6.6,5.2,0.1,87.6,6,34.2
S08668,2.0,7.8,4.9,1.0,88.0,1,39.6
S08669,3.6,8.5,6.2,0.0,83.9,2,40.5
S08670,4.2,6.3,3.1,0.9,84.5,4,45.6
S08671,4.7,7.9,2.3,1.1,68.5,8,60.0
S08672,5.4,7.8,4.0,1.4,76.3,3,58.5
S08673,2.9,8.5,4.2,1.3,94.4,8,57.1
S08674,4.8,6.6,4.4,1.5,64.6,7,58.4
S08675,2.5,4.8,7.5,1.2,84.1,6,18.5
S08676,4.4,7.1,6.5,0.8,81.9,10,43.5
S08677,3.3,5.8,6.1,0.9,65.1,1,42.6
S08678,3.7,6.1,5.4,0.6,100.0,6,28.8
S08679,3.6,6.6,4.1,1.1,74.7,6,50.7
S08680,0.6,6.6,3.3,0.2,90.5,10,28.7
S08681,1.3,7.2,2.6,1.5,80.3,8,43.1
S08682,3.2,7.8,3.6,0.5,76.6,6,59.8
S08683,0.5,6.6,4.9,1.1,82.6,2,25.9
S08684,4.2,7.5,2.7,1.2,81.4,10,59.5
S08685,4.3,7.0,5.3,1.6,83.1,3,43.3
S08686,3.5,8.1,4.6,0.2,77.1,2,53.0
S08687,1.3,6.8,4.2,0.8,74.9,3,18.4
S08688,5.1,6.9,7.3,1.3,95.0,1,50.0
S08689,6.1,6.6,1.0,1.9,85.1,7,68.6
S08690,3.2,6.8,4.2,1.0,84.4,5,50.6
S08691,3.8,6.1,1.0,0.7,76.1,9,65.6
S08692,3.3,5.9,5.5,2.0,100.0,7,35.9
S08693,3.8,7.9,6.5,1.4,84.1,1,52.3
S08694,2.8,5.7,2.3,1.7,66.0,1,57.5
S08695,2.9,6.6,2.6,0.4,87.8,2,44.6
S08696,4.4,8.2,1.6,1.3,77.4,7,73.0
S08697,6.5,6.6,5.1,0.5,94.1,7,60.9
S08698,0.9,8.0,4.3,0.3,95.4,9,38.7
S08699,2.8,6.3,4.4,1.3,94.2,3,35.1
S08700,1.2,5.7,4.3,1.3,80.4,3,40.6
S08701,5.4,5.1,3.1,0.8,83.9,8,58.9
S08702,2.1,8.6,7.3,1.7,87.5,6,29.5
S08703,0.8,5.6,5.5,0.8,93.9,3,32.6
S08704,4.0,7.9,2.6,0.9,74.6,8,61.2
S08705,5.6,5.8,3.6,1.0,85.9,3,59.1
S08706,4.0,8.6,3.3,0.9,100.0,6,38.1
S08707,3.3,9.6,7.8,1.6,79.6,1,49.7
S08708,3.6,5.0,6.4,0.5,84.7,4,20.7
S08709,5.1,5.7,4.7,0.6,100.0,6,62.0
S08710,1.7,7.9,8.4,0.4,82.6,5,47.5
S08711,2.8,7.6,7.9,1.9,69.6,4,43.2
S08712,2.3,7.9,4.5,0.8,84.4,10,62.8
S08713,1.2,6.3,4.2,0.6,100.0,1,26.7
S08714,2.5,9.4,4.3,0.9,95.6,4,64.4
S08715,4.7,7.1,3.1,1.4,75.2,1,60.0
S08716,3.8,5.5,8.5,1.3,89.2,10,34.9
S08717,4.0,6.7,3.0,0.7,83.2,4,70.4
S08718,3.2,5.6,6.7,0.8,93.1,3,50.9
S08719,3.8,8.9,6.4,0.3,78.8,7,55.3
S08720,1.8,6.2,4.4,1.1,89.9,6,32.1
S08721,2.5,7.6,8.6,1.6,100.0,6,37.4
S08722,3.3,6.4,1.9,0.7,58.9,10,39.5
S08723,3.4,6.3,4.8,1.3,90.9,3,36.2
S08724,3.5,4.7,4.0,0.7,98.2,6,34.9
S08725,2.8,7.7,6.9,0.5,69.4,3,56.9
S08726,2.4,8.6,5.7,1.3,77.8,7,45.3
S08727,7.7,5.9,1.5,2.2,81.1,2,77.4
S08728,4.4,5.1,7.5,1.3,77.7,9,28.5
S08729,3.6,8.0,6.0,0.8,76.9,10,64.6
S08730,2.7,5.0,2.9,0.8,81.3,2,28.0
S08731,2.3,8.5,4.3,2.0,93.5,1,68.9
S08732,2.8,5.9,2.4,1.2,99.9,4,54.8
S08733,3.4,5.7,4.7,0.6,98.0,8,44.6
S08734,0.2,7.3,5.3,1.0,94.9,7,35.4
S08735,0.6,5.8,4.3,1.1,100.0,6,29.1
S08736,2.0,6.2,4.1,1.2,100.0,10,37.0
S08737,3.3,7.4,1.8,1.8,86.7,7,64.5
S08738,2.6,4.1,5.7,1.6,99.3,4,38.0
S08739,5.2,9.0,1.2,1.1,89.2,8,69.3
S08740,0.8,7.1,5.1,1.0,82.8,4,57.4
S08741,1.9,5.4,1.4,1.2,84.5,10,38.3
S08742,5.3,5.8,5.1,0.7,95.1,8,53.4
S08743,3.2,8.2,5.0,1.5,99.7,5,34.8
S08744,4.3,7.7,5.8,0.9,90.8,9,55.0
S08745,6.1,8.7,6.7,1.2,81.0,7,87.7
S08746,2.0,6.2,7.1,1.9,80.1,10,41.4
S08747,2.9,7.4,1.8,1.3,66.5,10,62.0
S08748,2.6,7.5,4.9,1.1,88.6,6,46.2
S08749,0.1,7.8,9.0,0.7,87.9,2,27.4
S08750,2.5,8.4,5.2,1.0,74.6,6,61.9
S08751,4.3,6.1,3.3,0.4,89.7,1,63.2
S08752,3.8,6.9,4.8,1.3,89.6,2,47.6
S08753,3.9,6.3,4.2,0.0,70.2,5,48.2
S08754,2.4,6.9,2.6,1.5,81.8,7,55.0
S08755,2.0,7.8,6.7,1.4,99.1,1,35.0
S08756,4.9,5.0,6.2,1.0,78.7,2,47.3
S08757,2.3,8.3,2.3,0.7,85.2,4,47.8
S08758,3.4,5.6,4.8,1.0,86.6,9,44.4
S08759,3.2,6.6,3.9,0.1,84.7,8,50.9
S08760,5.2,8.5,1.8,1.4,91.9,10,71.5
S08761,4.5,7.4,2.2,0.9,94.4,9,69.9
S08762,1.1,7.4,2.5,1.8,97.6,4,51.9
S08763,1.2,5.6,4.9,1.2,81.9,7,36.4
S08764,3.9,5.7,4.1,1.1,90.2,3,52.0
S08765,2.9,8.1,3.1,1.2,93.4,8,61.4
S08766,2.3,6.3,4.2,0.5,83.8,7,50.7
S08767,4.5,6.4,6.5,0.8,77.8,8,34.2
S08768,3.3,8.2,5.7,1.1,86.4,9,44.9
S08769,3.1,5.7,7.0,0.8,78.9,6,32.6
S08770,4.2,7.3,4.5,0.7,78.0,4,44.0
S08771,2.4,7.1,8.2,0.9,87.2,3,32.8
S08772,5.4,7.0,5.7,1.0,83.1,3,60.2
S08773,1.8,6.4,4.0,2.2,86.8,6,39.7
S08774,4.0,6.3,5.2,0.8,69.5,8,46.1
S08775,5.2,5.7,2.5,0.7,83.2,8,66.8
S08776,0.9,7.6,4.4,0.9,62.4,8,41.5
S08777,2.5,6.2,5.9,1.8,74.5,9,36.8
S08778,4.7,8.2,6.2,1.8,84.1,1,53.8
S08779,4.7,6.7,4.2,2.0,97.1,7,52.4
S08780,2.7,5.7,10.5,1.0,90.4,10,50.6
S08781,1.9,6.7,4.7,1.3,85.9,9,31.1
S08782,4.4,6.5,1.6,0.5,81.2,2,60.9
S08783,4.8,8.2,7.4,0.8,82.5,4,36.6
S08784,1.3,6.6,6.2,0.4,98.1,6,27.6
S08785,1.2,6.7,5.5,1.2,73.9,4,17.2
S08786,3.3,8.7,4.1,1.0,77.7,9,51.4
S08787,3.9,7.6,5.8,1.1,95.7,10,57.5
S08788,2.6,9.0,8.2,0.6,81.6,1,35.6
S08789,4.0,8.5,5.4,1.4,100.0,9,47.6
S08790,1.9,5.9,2.1,0.0,91.9,10,48.8
S08791,0.0,8.2,1.0,0.9,96.5,1,45.6
S08792,2.4,8.8,5.8,0.9,68.7,1,47.4
S08793,3.1,8.8,3.0,0.0,95.6,5,37.7
S08794,2.6,8.2,4.8,1.2,76.5,1,51.8
S08795,1.3,8.2,3.4,0.9,92.2,10,53.7
S08796,0.3,6.6,3.2,1.3,81.4,9,29.2
S08797,2.2,6.0,3.5,2.0,87.2,6,26.7
S08798,4.3,6.6,3.7,1.2,73.9,9,54.5
S08799,4.9,5.0,6.6,1.5,67.8,5,55.7
S08800,4.8,8.6,6.1,1.7,86.5,6,65.2
S08801,1.8,6.7,2.6,1.2,82.1,2,38.6
S08802,1.3,8.5,2.9,0.6,76.1,9,48.1
S08803,3.7,5.5,5.8,0.2,68.2,3,50.6
S08804,4.0,8.3,7.1,1.2,58.2,5,47.2
S08805,3.6,6.4,7.1,0.8,90.2,8,50.3
S08806,0.0,5.5,3.0,1.6,82.4,5,26.0
S08807,1.7,9.0,7.0,0.8,79.0,10,49.9
S08808,3.0,8.3,1.4,1.0,87.1,4,57.2
S08809,3.7,7.3,4.6,0.4,95.1,4,41.9
S08810,4.2,7.0,6.0,0.8,87.7,5,27.6
S08811,3.2,7.5,1.0,0.5,80.6,3,50.1
S08812,3.5,7.2,9.2,0.6,100.0,10,43.2
S08813,3.1,6.0,7.7,1.0,78.6,4,44.7
S08814,4.0,6.5,6.3,0.7,70.9,5,33.4
S08815,3.5,9.4,3.1,2.3,86.0,4,56.5
S08816,3.1,10.0,4.9,1.4,82.4,3,46.5
S08817,2.6,8.9,6.6,1.5,94.5,1,33.3
S08818,3.1,7.6,2.8,0.9,79.7,2,62.3
S08819,3.7,6.6,4.6,1.1,83.3,9,51.6
S08820,3.4,6.0,6.8,0.8,76.3,10,58.3
S08821,3.6,6.1,2.0,2.3,93.1,2,46.9
S08822,5.0,6.3,5.7,0.9,86.4,2,59.4
S08823,3.4,9.6,1.5,0.7,82.2,5,51.4
S08824,2.0,9.2,3.1,0.6,83.5,10,62.6
S08825,4.3,7.9,4.0,1.2,84.8,9,49.7
S08826,1.0,5.8,6.0,1.7,70.6,3,24.1
S08827,1.4,8.1,3.6,1.5,96.6,9,44.9
S08828,3.5,6.7,5.3,0.6,96.0,4,52.3
S08829,3.8,4.4,3.6,0.6,85.4,3,49.2
S08830,1.1,7.3,3.9,1.6,84.3,5,45.6
S08831,2.4,6.0,7.5,2.1,75.0,7,41.8
S08832,2.1,6.0,2.7,0.9,100.0,7,48.1
S08833,2.3,6.7,6.5,1.6,99.9,2,37.5
S08834,4.4,6.4,5.0,0.3,88.9,7,57.0
S08835,4.1,7.0,3.8,0.6,93.2,7,50.5
S08836,3.0,6.9,2.6,0.5,97.3,2,46.4
S08837,2.2,4.7,2.7,1.2,95.3,10,36.6
S08838,1.0,8.8,3.5,0.9,76.4,9,36.8
S08839,5.1,5.8,4.7,1.1,81.9,8,60.5
S08840,3.9,5.9,6.2,1.6,89.7,2,52.7
S08841,1.9,6.6,4.4,0.7,87.0,6,40.9
S08842,4.1,6.9,4.5,1.0,92.5,8,40.7
S08843,2.9,8.8,4.8,0.3,91.4,9,62.5
S08844,2.6,7.3,6.0,1.6,87.5,1,39.6
S08845,3.7,7.7,6.3,1.5,59.0,7,55.8
S08846,1.9,7.3,2.2,1.2,96.7,10,53.2
S08847,2.5,7.3,4.4,1.1,93.4,5,59.3
S08848,3.2,7.4,7.5,0.7,100.0,9,46.0
S08849,2.3,4.7,2.4,0.3,80.2,9,39.5
S08850,4.0,6.7,5.1,1.2,66.6,3,66.2
